H2NR32M1	If “yes,” ask:  In what month [and year] did {INITIALS} first do this?
H2NR32Y1	If “yes,” ask:  In what [month and] year did {INITIALS} first do this?
H2NR33_1	Did {INITIALS} swear at you?
H2NR34M1	If “yes,” ask:  In what month [and year] did {INITIALS} first do this?
H2NR34Y1	If “yes,” ask:  In what [month and] year did {INITIALS} first do this?
H2NR35_1	Did {INITIALS} threaten you with violence?
H2NR36M1	If “yes,” ask:  In what month [and year] did {INITIALS} first do this?
H2NR36Y1	If “yes,” ask:  In what [month and] year did {INITIALS} first do this?
H2NR37_1	Did {INITIALS} push or shove you?
H2NR38M1	If “yes,” ask:  In what month [and year] did {INITIALS} first do this?
H2NR38Y1	If “yes,” ask:  In what [month and] year did {INITIALS} first do this?
H2NR39_1	Did {INITIALS} throw something at you that could hurt you?
H2NR40M1	If “yes,” ask:  In what month [and year] did {INITIALS} first do this?
H2NR40Y1	If “yes,” ask:  In what [month and] year did {INITIALS} first do this?
H2NR41_1	Have you had sexual intercourse with {INITIALS}?
H2NR42M1	In what month [and year] did you first have sexual intercourse with
H2NR42Y1	In what [month and] year did you first have sexual intercourse with
H2NR43M1	In what month [and year] did you have sexual intercourse with
H2NR43Y1	In what [month and] year did you have sexual intercourse with
H2NR44_1	Did you and {INITIALS} have sexual intercourse once, or more than once?
H2NR45_1	Did either of you use any method of birth control?
H2NR46A1	What method of birth control did you or your partner use?   If more than one method was used, you should choose more than one answer. 1st response
H2NR46B1	What other method of birth control did you or your partner use?
H2NR46C1	What other method of birth control did you or your partner use?
H2NR47_1	Was a condom used when you had sexual intercourse with
H2NR48_1	During the month, when you and {INITIALS} had sexual intercourse, did either of you ever use any method of birth control?
H2NR49_1	Did one or the other of you use some method of birth control every time you and {INITIALS} had sexual intercourse?
H2NR50A1	What method of birth control did you or your partner use?  If more than one method was used, you should choose more that one answer. 1st response
H2NR50B1	What other method of birth control did you or your partner use?
H2NR50C1	What other method of birth control did you or your partner use?
H2NR51_1	Was a condom ever used when you had sexual intercourse with
H2NR52_1	Did you and {INITIALS} use more than one birth control method at the same time, or did you use these methods at different times?
H2NR53_1	Between {FIRST DATE} and {LAST DATE}, when you and
H2NR54_1	Throughout these months, did one or the other of you use some method of birth control every time you and {INITIALS} had sexual intercourse?
H2NR55A1	What method of birth control did you or your partner use?   If more than one method was used, you should choose more than one answer. 1st response
H2NR55B1	What other method of birth control did you or your partner use?
H2NR55C1	What other method of birth control did you or your partner use?
H2NR56_1	Was a condom ever used when you had sexual intercourse with
H2NR57_1	Did you and {INITIALS} use more than one birth control method at the same time, or did you use these methods at different times?
H2NR58_1	About how many times have you and {INITIALS} had sexual intercourse since {FIRST DATE}?
H2NR59_1	If R is male:  Have you ever had anal intercourse with {INITIALS}? That is, have you ever inserted your penis into her anus?
H2NR60M1	In what month [and year] did you first have anal intercourse with
H2NR60Y1	In what [month and] year did you first have anal intercourse with
H2NR61_1	If R is male:  Did you wear a condom the first time you had anal intercourse?
H2NR62M1	In what month [and year] did you have anal intercourse with
H2NR62Y1	In what [month and] year did you have anal intercourse with
H2NR63_1	If R is male: About how many times have you and she had anal intercourse?
H2NR64_1	If R is male:  About how often did you wear a condom when you had anal intercourse?
H2NR65_1	Has {INITIALS} ever inserted his penis into your anus?
H2NR66M1	In what month [and year] did he do this with you the first time?
H2NR66Y1	In what [month and] year did he do this with you the first time?
H2NR67_1	Did he wear a condom the first time he did this with you?
H2NR68M1	In what month [and year] did he insert his penis into your anus most recently?
H2NR68Y1	In what [month and] year did he insert his penis into your anus most recently?
H2NR69_1	About how many times has {INITIALS} inserted his penis into your anus?
H2NR70_1	How often did {INITIALS} wear a condom when he did this with you?
H2NR71_1	Have you ever inserted your penis into {INITIALS}'s anus?
H2NR72M1	In what month [and year] did you do this with {INITIALS} the first time?
H2NR72Y1	In what [month and] year did you do this with {INITIALS} the first time?
H2NR73_1	Did you wear a condom the first time you did this with him?
H2NR74M1	In what month [and year] did you insert your penis into {INITIALS}'s anus most recently?
H2NR74Y1	In what [month and] year did you insert your penis into {INITIALS}'s anus most recently?
H2NR75_1	About how many times have you inserted your penis into his anus?
H2NR76_1	How often did you wear a condom when you did this with
H2NR77_1	Did you ever give {INITIALS} sex in exchange for drugs or money?
H2NR78_1	How many times did you give {INITIALS} sex in exchange for drugs or money?
H2NR16_2	Did you ever hold hands with {INITIALS}?
H2NR17_2	Did you and {INITIALS} ever kiss on the mouth?
H2NR18_2	Did you ever tell {INITIALS} you liked or loved him or her?
NRRXW2_2	 Partner #2 NR data are in the RX section.
H2RX1M_2	In what month [and year] did your romantic relationship with
H2RX1Y_2	In what [month and] year did your romantic relationship with
H2RX2_2	How old was {INITIALS} when your romantic relationship began?
H2RX3_2	About how old was {INITIALS}?
H2RX4_2	What grade was {INITIALS} in at that time?
H2RX5_2	When your romantic relationship with {INITIALS} began, did you and {INITIALS} go to the same school?
H2RX6_2	When your romantic relationship with {INITIALS} began, where did
H2RX7A_2	In what ways did you know {INITIALS} before your romantic relationship began?  If you knew You went to the same school.
H2RX7B_2	In what ways did you know {INITIALS} before your romantic relationship began?  If you knew You went to the same church, synagogue, or place of worship.
H2RX7C_2	In what ways did you know {INITIALS} before your romantic relationship began?  If you knew You were neighbors.
H2RX7D_2	In what ways did you know {INITIALS} before your romantic relationship began?  If you knew You were casual acquaintances.
H2RX7E_2	In what ways did you know {INITIALS} before your romantic relationship began?  If you knew You were friends.
H2RX7F_2	In what ways did you know {INITIALS} before your romantic relationship began?  If you knew {INITIALS} was a friend of another friend of yours.
H2RX7G_2	In what ways did you know {INITIALS} before your romantic relationship began?  If you knew Some other way
H2RX7H_2	In what ways did you know {INITIALS} before your romantic relationship began?  If you knew You did not know {INITIALS} before your romantic relationship began.  Your romantic relationship began at your first meeting.
H2RX8_2	When your romantic relationship with {INITIALS} began, how many of your close friends knew {INITIALS}?
H2RX9_2	Did {INITIALS} call you names, insult you, or treat you disrespectfully in front of others?
H2RX10M2	If “yes,” ask:  In what month [and year] did {INITIALS} first do this?
H2RX10Y2	If “yes,” ask:  In what [month and] year did {INITIALS} first do this?
H2RX11_2	Did {INITIALS} swear at you?
H2RX12M2	If “yes,” ask:  In what month [and year] did {INITIALS} first do this?
H2RX12Y2	If “yes,” ask:  In what [month and] year did {INITIALS} first do this?
H2RX13_2	Did {INITIALS} threaten you with violence?
H2RX14M2	If “yes,” ask:  In what month [and year] did {INITIALS} first do this?
H2RX14Y2	If “yes,” ask:  In what [month and] year did {INITIALS} first do this?
H2RX15_2	Did {INITIALS} push or shove you?
H2RX16M2	If “yes,” ask:  In what month [and year] did {INITIALS} first do this?
H2RX16Y2	If “yes,” ask:  In what [month and] year did {INITIALS} first do this?
H2RX17_2	Did {INITIALS} throw something at you that could hurt you?
H2RX18M2	If “yes,” ask:  In what month [and year] did {INITIALS} first do this?
H2RX18Y2	If “yes,” ask:  In what [month and] year did {INITIALS} first do this?
H2RX19_2	Is your romantic relationship with {INITIALS} still going on?
